date_google,rating_democrats,rating_republicans
,0.0,2.0
2024-01-27T16:08:44,-2.0,3.0
,4.0,-4.0
2024-01-26T14:11:54,2.0,-1.0
2024-01-27T22:26:40,1.0,0.0
,1.0,-1.0
,0.0,0.0
2024-11-18T18:57:34,0.0,1.0
2024-01-26T14:00:00,0.0,0.0
,4.0,-4.0
,0.0,0.0
2024-01-27T07:45:22,0.0,0.0
,0.0,0.0
2024-01-27T07:45:22,1.0,0.0
2024-01-30T19:56:37,2.0,-1.0
2024-01-27T07:23:02,2.0,0.0
2024-01-27T17:58:39,-2.0,2.0
2024-01-27T22:55:25,-3.0,2.0
2024-01-28T19:52:52,0.0,0.0
,5.0,-5.0
2024-01-28T19:08:49,1.0,0.0
2024-01-31T10:26:45,3.0,0.0
,4.0,-2.0
2024-09-17T12:52:06,0.0,0.0
,2.0,2.0
2024-01-30T05:10:54,-1.0,-1.0
,0.0,0.0
,2.0,-3.0
2024-01-30T19:56:37,2.0,1.0
2024-01-30T21:30:00,2.0,-1.0
2024-01-29T19:05:46,4.0,-3.0
,2.0,-2.0
2024-01-29T00:54:58,0.0,0.0
2024-01-29T01:32:18,-2.0,-1.0
2024-01-29T12:00:11,1.0,-1.0
2024-01-29T16:31:29,0.0,0.0
,1.0,0.0
,0.0,0.0
,4.0,-4.0
2024-01-29T11:48:39,4.0,-2.0
2024-01-29T11:51:33,3.0,-2.0
2024-01-29T18:56:36,-1.0,-1.0
2024-01-30T19:29:25,4.0,-3.0
,0.0,0.0
2024-01-28T19:52:52,0.0,0.0
,0.0,2.0
2024-01-28T19:08:49,-1.0,1.0
,4.0,-2.0
,1.0,-1.0
2024-01-31T10:26:45,4.0,-2.0
,-3.0,2.0
2024-02-20T17:32:13,2.0,0.0
,3.0,-2.0
2024-09-17T12:52:06,0.0,0.0
,2.0,2.0
2024-01-30T05:10:54,1.0,-1.0
,0.0,0.0
,1.0,-3.0
