date_google,rating_democrats,rating_republicans
2024-01-19T16:09:50,-3.0,4.0
2024-01-18T18:04:34,0.0,0.0
2024-01-17T19:50:50,-2.0,3.0
,2.0,0.0
2024-01-17T18:23:44,0.0,0.0
2025-01-16T13:26:00,-2.0,4.0
2024-02-20T12:15:10,2.0,-3.0
2024-01-18T00:04:59,2.0,-2.0
,0.0,0.0
2024-01-18T04:26:31,-2.0,1.0
2024-01-18T12:54:21,0.0,0.0
,2.0,-1.0
,2.0,0.0
,2.0,3.0
2024-10-16T21:18:35,0.0,0.0
2024-01-18T05:00:58,0.0,0.0
,3.0,-2.0
2024-01-18T15:31:49,0.0,1.0
,2.0,0.0
2024-01-17T12:58:05,-1.0,2.0
2024-01-17T06:33:30,2.0,0.0
,0.0,0.0
,0.0,0.0
2024-02-28T07:35:08,0.0,0.0
2024-01-18T15:36:04,4.0,-4.0
,2.0,0.0
,0.0,0.0
,0.0,0.0
2024-01-17T22:16:41,1.0,-1.0
,-2.0,4.0
,0.0,0.0
,5.0,-2.0
2024-01-18T16:26:38,0.0,0.0
,1.0,0.0
,3.0,-2.0
2024-01-18T14:29:36,0.0,0.0
,1.0,0.0
2024-01-23T15:15:45,2.0,-2.0
2024-11-13T10:51:53,0.0,-4.0
2024-01-18T11:15:18,0.0,0.0
2024-01-29T14:58:07,0.0,0.0
,0.0,0.0
,0.0,0.0
2024-01-19T16:09:50,-3.0,4.0
2024-01-19T18:26:15,-2.0,3.0
2024-07-31T20:23:11,1.0,0.0
2024-01-18T18:04:34,0.0,0.0
,0.0,0.0
2024-01-18T00:04:59,-2.0,-4.0
2024-02-16T17:35:17,2.0,0.0
2024-01-18T12:54:21,0.0,0.0
,2.0,-2.0
,2.0,0.0
2024-01-23T16:44:44,0.0,0.0
,0.0,0.0
,2.0,-2.0
2024-01-18T15:31:49,-1.0,1.0
,2.0,0.0
,0.0,0.0
2024-01-19T05:00:18,2.0,-2.0
,1.0,0.0
2024-01-19T16:13:45,1.0,0.0
,0.0,0.0
,1.0,0.0
2024-01-18T10:25:20,3.0,-3.0
2024-01-19T17:59:33,2.0,-1.0
