date_google,rating_democrats,rating_republicans
2024-08-31T02:01:14,-1.0,1.0
,0.0,0.0
2024-08-24T13:42:48,0.0,0.0
2024-09-02T01:21:03.928000,2.0,-3.0
2024-09-01T01:37:04.131000,3.0,1.0
2024-09-01T16:59:42,2.0,-3.0
2024-09-01T17:32:08,0.0,0.0
2024-09-01T19:13:01,2.0,-1.0
2024-08-06T08:15:00,0.0,0.0
2024-09-02T02:11:42,4.0,-3.0
2024-09-03T00:27:59.508000,1.0,0.0
,0.0,-1.0
2024-09-02T11:02:44,3.0,-2.0
,4.0,-3.0
2024-09-02T23:45:35,2.0,-1.0
2024-09-02T18:09:40,2.0,0.0
2024-09-02T16:37:10,2.0,-2.0
,2.0,-2.0
2024-09-04T18:30:46,1.0,0.0
2024-09-03T04:03:19,0.0,0.0
2024-09-03T14:32:14,0.0,0.0
2024-09-03T16:52:41,3.0,-1.0
,0.0,0.0
