date_google,rating_democrats,rating_republicans
2024-04-17T17:14:10,0.0,0.0
,1.0,0.0
2024-08-27T17:34:35.622000,2.0,-2.0
2024-04-17T09:07:13,1.0,0.0
2024-04-17T13:03:51.646000,4.0,-4.0
2024-04-24T20:55:19,4.0,-3.0
2024-04-18T10:22:51,-1.0,2.0
,0.0,0.0
2024-04-18T19:40:24,3.0,0.0
2024-06-04T13:39:04,0.0,0.0
2024-04-18T20:46:07,1.0,0.0
2024-04-18T18:22:39,0.0,1.0
,3.0,-2.0
2024-05-09T17:54:51,2.0,0.0
2024-04-18T22:02:29,-1.0,2.0
,0.0,0.0
2024-04-19T04:24:07,2.0,-1.0
2024-04-19T17:25:35,0.0,0.0
2024-04-19T17:18:57,0.0,0.0
,0.0,0.0
2024-04-18T18:30:51.001000,5.0,-3.0
