date_google,rating_democrats,rating_republicans
2024-06-20T23:40:07,4.0,-3.0
2024-06-21T04:01:29.677000,0.0,0.0
2024-06-20T11:00:00,1.0,-1.0
2024-06-21T12:01:20,0.0,0.0
2024-06-20T16:18:53,1.0,0.0
2024-06-20T22:42:21,0.0,0.0
2024-06-20T14:48:52.027000,2.0,-3.0
2024-10-11T12:05:22,1.0,0.0
2024-06-20T06:52:30,0.0,2.0
,0.0,2.0
2024-06-20T21:53:45,1.0,0.0
2024-06-20T18:25:46,2.0,-1.0
2024-06-22T19:17:09,4.0,1.0
2024-06-20T23:57:27,2.0,1.0
2024-06-20T11:30:00,-1.0,1.0
,-4.0,4.0
2024-06-20T09:12:00,0.0,0.0
2024-06-23T19:04:46,3.0,-3.0
2024-06-20T20:03:26,1.0,0.0
2024-06-19T13:49:54,0.0,0.0
2024-06-20T18:37:05,1.0,0.0
2024-06-21T20:56:41.471000,-1.0,4.0
2024-06-20T17:29:53.538943,-2.0,4.0
