date_google,rating_democrats,rating_republicans
2024-11-06T10:06:43,2.0,-1.0
,1.0,0.0
2024-11-05T20:29:22,2.0,-2.0
,0.0,0.0
,0.0,0.0
2024-01-31T16:45:58,0.0,-1.0
,0.0,1.0
,1.0,0.0
2024-09-19T14:20:38,0.0,0.0
2024-05-08T14:07:26,1.0,0.0
,1.0,-2.0
2024-01-30T10:00:10,0.0,0.0
,0.0,0.0
,1.0,0.0
2024-01-31T07:56:56,1.0,-2.0
2024-01-30T00:00:00,4.0,-4.0
2024-01-31T17:44:09,1.0,0.0
,0.0,0.0
2024-01-31T09:30:00,2.0,-2.0
,5.0,-4.0
2024-01-31T14:07:17,0.0,0.0
2024-01-30T17:19:23,3.0,1.0
2024-01-30T20:45:00,-2.0,-1.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
,3.0,-3.0
2024-01-31T18:19:20,1.0,0.0
2024-01-31T23:50:53,1.0,0.0
2024-02-01T05:01:00,3.0,-1.0
,0.0,0.0
,3.0,-2.0
2024-01-31T15:57:56,0.0,0.0
,3.0,-1.0
2024-11-06T23:37:44,4.0,-3.0
2024-04-08T18:14:24,1.0,0.0
2024-02-02T18:02:11,0.0,0.0
2024-03-27T19:56:53,-5.0,5.0
2024-02-02T17:04:00,4.0,-3.0
2024-01-31T21:24:48,3.0,-2.0
,2.0,-1.0
2024-11-05T20:29:22,2.0,-1.0
,0.0,0.0
2024-02-01T18:26:18,0.0,0.0
2024-11-14T04:18:21,0.0,0.0
2024-02-01T05:09:59,1.0,-1.0
,2.0,-2.0
2024-06-13T07:39:30,2.0,0.0
,2.0,-1.0
,0.0,0.0
2024-01-31T17:44:09,1.0,0.0
,1.0,0.0
2024-01-31T09:30:00,2.0,-2.0
,5.0,-4.0
,0.0,0.0
2024-02-02T12:49:36,1.0,-1.0
2024-02-06T21:04:50,1.0,-1.0
2024-02-01T05:01:00,2.0,0.0
