date_google,rating_democrats,rating_republicans
2024-02-07T05:09:58,4.0,-3.0
,2.0,0.0
2024-04-11T14:52:55,4.0,-3.0
,-2.0,4.0
,3.0,-2.0
2024-04-10T19:59:30,4.0,0.0
2024-11-14T00:34:09,3.0,-2.0
2024-04-11T15:51:07,1.0,-2.0
2024-04-11T13:22:48,-1.0,2.0
,2.0,-3.0
2024-04-10T22:04:41,0.0,0.0
2024-07-23T20:29:55,0.0,0.0
2024-06-12T07:05:00,0.0,0.0
2024-04-12T22:36:25,3.0,-2.0
2024-04-12T23:34:38,2.0,-2.0
2024-04-15T16:24:05,0.0,0.0
2024-04-12T20:01:53,1.0,-1.0
2024-04-17T16:14:54.248000,1.0,-1.0
2024-04-12T09:45:26,0.0,0.0
2024-04-12T11:16:10,2.0,-3.0
2024-04-12T16:16:12.543000,-1.0,0.0
