date_google,rating_democrats,rating_republicans
2024-09-27T22:19:29,1.0,-2.0
,2.0,-3.0
2024-09-29T09:10:00,2.0,-2.0
,2.0,3.0
2024-09-30T15:46:17,0.0,0.0
,3.0,-3.0
2024-09-30T08:22:34,1.0,0.0
,3.0,-2.0
2024-10-12T12:47:45,0.0,0.0
2024-09-30T16:00:32,0.0,0.0
2024-10-01T04:17:07.419000,0.0,0.0
2024-09-30T06:35:51,-2.0,2.0
2024-10-02T19:03:13,-1.0,0.0
,0.0,0.0
2024-10-01T16:03:06,0.0,0.0
2024-10-31T15:18:09,3.0,-2.0
2024-10-17T14:39:07,0.0,0.0
2024-09-30T13:30:26,3.0,-1.0
2024-09-30T08:00:00,1.0,0.0
2024-10-01T04:00:36.099000,0.0,0.0
2024-10-01T15:46:27,0.0,0.0
2024-09-30T06:27:37,-4.0,2.0
,0.0,0.0
2024-11-06T15:52:28,0.0,0.0
2024-10-25T06:16:37,1.0,0.0
2024-10-03T13:48:52,4.0,-3.0
2024-10-02T14:10:54,4.0,-2.0
2024-11-20T20:29:24,0.0,0.0
2024-10-02T01:57:54,0.0,0.0
