date_google,rating_democrats,rating_republicans
2024-08-25T16:28:53.016000,5.0,0.0
2024-11-08T19:27:37,-2.0,2.0
2024-08-22T11:14:03,0.0,0.0
2024-09-20T16:21:40.900000,0.0,0.0
2024-08-23T19:14:17,-1.0,0.0
2024-08-23T18:49:55,2.0,-2.0
2024-08-24T01:24:07,-2.0,3.0
2024-08-23T21:21:28,-2.0,3.0
2024-11-07T12:21:25,0.0,0.0
2024-08-23T03:45:42,4.0,-3.0
2024-08-23T20:00:00,1.0,-1.0
2024-08-23T10:00:00,1.0,-1.0
2024-08-24T02:31:39.222000,4.0,-4.0
,-3.0,4.0
,0.0,0.0
2024-08-24T00:19:45,-4.0,4.0
2024-08-22T14:51:16.682598,2.0,-2.0
2024-08-27T01:48:48,5.0,0.0
2024-08-23T23:35:55,0.0,0.0
,4.0,-4.0
