date_google,rating_democrats,rating_republicans
,-2.0,4.0
2024-05-17T19:07:50.814000,3.0,-2.0
2024-05-18T14:12:21,-4.0,4.0
2024-04-04T12:20:27,1.0,0.0
2024-05-18T11:01:09,1.0,0.0
,0.0,0.0
,3.0,-3.0
2024-05-19T22:40:11,3.0,-2.0
,1.0,-3.0
2024-05-19T01:24:14,-3.0,4.0
2024-05-24T23:03:18.835000,0.0,0.0
2024-05-19T01:26:31,-2.0,3.0
2024-05-19T23:31:43,1.0,0.0
,-3.0,2.0
2024-05-18T19:00:02.826000,1.0,3.0
2024-05-20T15:50:51,3.0,-2.0
,0.0,0.0
,0.0,0.0
2024-06-04T03:48:57,1.0,-1.0
,0.0,0.0
2024-05-20T06:17:11.732000,4.0,-3.0
2024-05-20T14:07:40,2.0,-2.0
2024-05-21T04:00:03.435000,0.0,0.0
2024-05-20T16:21:35,2.0,-3.0
2024-05-20T08:30:54,-2.0,1.0
2024-05-20T16:09:26,4.0,-3.0
2024-05-21T01:56:57,4.0,-2.0
2024-05-21T11:28:37,2.0,-1.0
2024-05-20T22:47:35.335000,0.0,0.0
2024-05-20T10:31:40,0.5,0.0
,1.0,0.0
