date_google,rating_democrats,rating_republicans
2024-02-19T23:56:01,2.0,-1.0
,0.0,0.0
2024-02-19T11:03:57,-2.0,1.0
,3.0,-2.0
2024-02-19T10:57:06,0.0,0.0
,2.0,-3.0
,2.0,0.0
,1.0,-2.0
,-3.0,-2.0
2034-02-07T08:00:00,1.0,2.0
,-2.0,-4.0
,2.0,0.0
,3.0,-2.0
2024-02-19T10:24:48,0.0,0.0
2024-02-19T13:37:00,5.0,-5.0
2024-02-20T14:32:14,-1.0,1.0
2024-02-20T17:05:00,1.0,-1.0
,1.0,0.0
,1.0,-1.0
,3.0,-2.0
,0.0,-4.0
,0.0,0.0
2024-02-20T19:13:32,0.0,0.0
2024-02-21T11:48:36,2.0,-3.0
2024-02-19T14:17:32,-2.0,1.0
,0.0,0.0
2024-10-24T13:49:18,0.0,0.0
2024-02-19T12:04:56,3.0,-3.0
,0.0,0.0
,1.0,0.0
,0.0,0.0
2024-02-19T23:56:01,2.0,-1.0
,0.0,0.0
,0.0,0.0
2024-02-19T11:03:57,-1.0,0.0
,2.0,-2.0
,4.0,-4.0
,4.0,-2.0
,0.5,-0.5
2024-03-08T14:46:45,1.0,-1.0
2034-02-07T08:00:00,1.0,0.0
2024-02-21T11:45:34,0.0,0.0
,1.0,0.0
2024-02-21T18:23:35,3.0,0.0
,4.0,-2.0
2024-02-21T16:42:37,1.0,-1.0
2024-02-20T14:32:14,-1.0,1.0
,0.0,0.0
,4.0,-3.0
2024-02-20T17:05:00,2.0,-1.0
,1.0,3.0
,0.0,0.0
,2.0,-2.0
2024-03-06T00:41:35,0.0,0.0
