date_google,rating_democrats,rating_republicans
2024-09-20T10:44:03,4.0,-4.0
,0.0,0.0
,3.0,-2.0
2024-09-21T00:16:51,2.0,-2.0
2024-09-20T19:18:34,2.0,-1.0
2024-09-21T19:12:10,2.0,-1.0
2024-09-22T17:35:49,2.0,-1.0
2024-09-21T16:01:07,0.0,0.0
2024-09-21T12:49:13,4.0,-3.0
2024-09-21T00:20:00,1.0,0.0
2024-09-20T19:01:05,0.0,-1.0
,4.0,-4.0
,-2.0,1.0
2024-09-20T23:24:01,4.0,-4.0
2024-09-21T19:16:42,4.0,-2.0
,2.0,-4.0
,4.0,-3.0
2024-09-21T11:00:40,1.0,-1.0
2024-09-22T15:19:39,1.0,-1.0
2024-09-22T17:37:19,2.0,-1.0
2024-09-21T20:10:34.093000,2.0,-1.0
,0.0,0.0
2024-09-23T04:00:08.179000,0.0,0.0
2024-09-23T23:01:37,3.0,-2.0
2024-09-23T06:26:58,-2.0,3.0
,0.0,0.0
2024-09-23T09:30:03,0.0,1.0
2024-09-24T04:09:09.753000,-1.0,1.0
2024-09-23T21:44:48,3.0,-2.0
