date_google,rating_democrats,rating_republicans
,0.0,0.0
2024-02-09T15:02:28,4.0,-4.0
,1.0,0.0
2024-01-06T04:23:57,5.0,-4.0
,2.0,-2.0
2024-01-06T02:17:19,0.0,0.0
,0.0,0.0
,5.0,-5.0
,3.0,0.0
,3.0,-2.0
2024-01-09T08:17:41,0.0,0.0
,0.0,0.0
2024-01-16T10:38:05,1.0,-1.0
2024-01-05T16:57:47,4.0,-4.0
,3.0,-3.0
,0.0,0.0
2024-01-04T16:37:22,4.0,-4.0
,0.0,0.0
,0.0,1.0
2024-01-04T13:00:00,1.0,0.0
2024-01-31T14:30:51,-1.0,1.0
,3.0,-2.0
2024-01-04T13:02:35,0.0,0.0
2024-01-04T22:37:54,0.0,0.0
2024-01-30T17:36:48,0.0,0.0
2024-01-04T13:30:16,0.0,0.0
2024-01-05T00:05:25,0.0,0.0
2024-01-08T15:47:54,4.0,-2.0
,0.0,1.0
2024-01-05T18:56:00,2.0,-1.0
,3.0,-2.0
,-1.0,2.0
2024-01-05T22:04:00,3.0,-2.0
2024-01-05T13:44:43,2.0,-1.0
,2.0,-2.0
2024-01-06T04:23:57,5.0,-4.0
,1.0,-2.0
2024-01-06T02:17:19,0.0,0.0
,3.0,1.0
,0.0,0.0
,5.0,-5.0
,3.0,-2.0
,3.0,-2.0
,1.0,0.0
,1.0,0.0
2024-01-16T10:38:05,1.0,-2.0
2024-01-06T00:00:27,5.0,-4.0
2024-01-05T16:57:47,4.0,-4.0
2024-01-10T14:50:55,-2.0,1.0
2024-01-06T19:45:16,2.0,-2.0
,0.0,0.0
2024-01-06T07:44:54,5.0,-4.0
2024-01-31T14:30:51,-1.0,1.0
,4.0,-3.0
2024-01-06T12:00:00,2.0,-1.0
,4.0,-4.0
,1.0,0.0
2024-01-30T17:36:48,0.0,0.0
2024-01-08T15:47:54,4.0,-3.0
2024-01-05T04:00:00,2.0,1.0
,3.0,-2.0
2024-01-06T08:10:00,2.0,-3.0
,4.0,-2.0
,4.0,0.0
2024-01-05T23:18:04,4.0,-4.0
,0.0,0.0
