date_google,rating_democrats,rating_republicans
2024-06-21T10:12:45,1.0,0.0
2024-08-13T14:38:53,0.0,0.0
2024-06-21T22:42:20,0.0,0.0
2024-06-21T13:36:22,0.0,0.0
2024-06-21T11:00:00,1.0,-1.0
2024-06-20T18:57:34,2.0,0.0
2024-06-21T18:29:08,1.0,2.0
2024-06-21T17:22:20,0.0,0.0
,-2.0,2.0
2024-06-21T15:25:39,3.0,-2.0
2024-06-26T10:48:01,0.0,0.0
,0.0,0.0
2024-06-21T20:27:24,1.0,0.0
2024-06-28T11:38:02,0.0,0.0
,1.0,0.0
2024-06-22T07:00:27,0.0,0.0
2024-06-22T22:25:59.204000,-3.0,4.0
,1.0,-1.0
2024-06-22T01:57:52,2.0,-2.0
2024-06-22T22:19:56,2.0,0.0
2024-06-22T11:29:02,0.0,0.0
2024-06-22T13:30:16.382000,0.0,0.0
2024-06-22T12:14:12,2.0,1.0
