date_google,rating_democrats,rating_republicans
2024-02-05T17:46:16,3.0,-2.0
2024-02-06T12:54:36,5.0,-3.0
,-3.0,2.0
2024-02-05T20:59:23,1.0,0.0
,0.0,2.0
2024-02-07T05:00:07,0.0,0.0
2024-02-06T14:28:09,3.0,0.0
2024-02-06T14:26:50,-3.0,3.0
,1.0,0.0
,1.0,-1.0
2024-02-05T05:56:38,0.0,0.0
2024-02-05T23:44:34,2.0,0.0
2024-02-06T13:31:26,4.0,-4.0
,4.0,-1.0
2024-02-05T16:59:57,1.0,0.0
,0.0,0.0
2024-02-05T23:56:44,1.0,0.0
,0.0,0.0
2024-02-05T21:32:20,1.0,0.0
2024-02-05T21:32:20,1.0,-1.0
,2.0,0.0
,0.0,0.0
,0.0,0.0
2024-02-05T18:04:00,0.0,1.0
2024-02-06T21:03:04,3.0,-2.0
,1.0,2.0
2024-02-07T12:33:06,1.0,-1.0
2024-02-06T10:45:22,-3.0,1.0
2024-02-19T01:39:17,-4.0,4.0
,1.0,-1.0
,1.0,-1.0
,0.0,0.0
,-2.0,3.0
,1.0,0.0
,2.0,0.0
2024-08-28T16:00:21,4.0,-2.0
2024-02-07T13:25:00,2.0,-2.0
,0.0,0.0
,0.0,0.0
,0.0,0.0
2024-02-07T05:20:42,2.0,0.0
,1.0,-3.0
2024-02-06T14:28:09,-1.0,2.0
2024-02-09T14:32:18,2.0,0.0
,1.0,0.0
2024-02-06T15:01:44,2.0,-1.0
2024-02-07T12:25:12,4.0,-3.0
,0.0,0.0
2024-02-07T14:50:55,2.0,0.0
2024-02-07T05:00:07,0.0,0.0
2024-02-07T15:48:27,0.0,0.0
2024-02-06T14:28:09,2.0,0.0
,2.0,-1.0
2024-02-06T14:26:50,-3.0,4.0
2024-02-07T05:00:43,2.0,-1.0
2024-02-06T05:03:06,1.0,-1.0
2024-09-18T15:38:04,4.0,-2.0
2024-02-07T20:28:53,2.0,0.0
