date_google,rating_democrats,rating_republicans
2024-04-07T10:00:13,0.0,0.0
2024-04-08T10:06:01,4.0,1.0
2024-04-08T19:13:41,4.0,-3.0
2024-04-08T03:22:32,-1.0,1.0
2024-04-08T21:36:41,4.0,-2.0
2024-04-08T08:44:37,1.0,0.0
,-1.0,0.0
2024-04-08T22:41:34,-1.0,1.0
2024-04-08T22:00:00,0.0,0.0
2024-04-08T09:00:00,2.0,-2.0
2024-04-08T18:59:53,2.0,-1.0
2024-04-08T10:51:26,2.0,-2.0
,4.0,-2.0
2024-04-09T00:21:27,-3.0,2.0
2024-04-08T17:32:50,2.0,-2.0
,2.0,-2.0
2024-04-07T12:30:56,-3.0,2.0
,1.0,0.0
2024-04-08T00:14:11,-1.0,-2.0
2024-04-07T14:25:11,1.0,-2.0
2024-04-07T23:19:34,-2.0,4.0
2024-04-08T10:00:14,0.0,0.0
,2.0,0.0
2024-04-08T17:50:33,-2.0,2.0
2024-04-09T18:56:23,1.0,-1.0
,0.0,0.0
2024-04-09T13:10:52,0.0,0.0
2024-04-08T10:06:01,4.0,1.0
2024-04-09T15:09:50,3.0,-2.0
2024-04-08T19:13:41,2.0,-2.0
2024-04-09T21:51:16,0.0,0.0
2024-04-08T21:36:41,4.0,-2.0
2024-04-08T08:44:37,0.0,0.0
2024-04-08T22:41:34,-1.0,1.0
2024-04-08T22:00:00,0.0,0.0
2024-04-08T09:00:00,2.0,-2.0
2024-04-10T14:40:50,2.0,-1.0
2024-04-09T10:34:57,4.0,-3.0
,2.0,-2.0
2024-04-08T14:34:19,-1.0,2.0
2024-04-09T00:21:27,-3.0,2.0
