date_google,rating_democrats,rating_republicans
,0.0,0.0
,4.0,-1.0
,2.0,-2.0
,3.0,-2.0
2024-11-21T14:59:48,4.0,-4.0
,0.0,0.0
2024-04-12T23:03:39,0.0,1.0
2024-04-14T00:37:53,0.0,0.0
2024-04-13T09:56:20,4.0,-4.0
2024-04-15T15:15:27,-1.0,2.0
2024-04-13T12:23:20,4.0,-3.0
2024-04-12T12:12:00,0.0,0.0
2024-04-13T21:32:18,2.0,0.0
2024-04-14T21:36:37.679000,0.0,0.0
2024-04-13T09:01:12,2.0,0.0
2024-04-15T03:59:57.635152,1.0,-1.0
2024-04-14T07:01:53,3.0,0.0
2024-04-14T12:00:06.049000,3.0,-2.0
,4.0,-3.0
2024-04-16T21:16:37,0.0,0.0
2024-04-15T09:00:00,0.0,0.0
