date_google,rating_democrats,rating_republicans
2024-03-06T13:35:34,-2.0,-3.0
2024-03-04T17:02:26,0.0,1.0
2024-03-05T22:05:11,-2.0,3.0
2024-03-05T16:13:59,-2.0,2.0
,0.0,0.0
2024-03-04T09:35:24,2.0,-2.0
,0.0,0.0
2024-03-04T11:00:00,-2.0,3.0
2024-03-06T02:43:52,4.0,-3.0
2024-03-14T15:38:24,0.0,0.0
2024-03-04T16:15:37,-2.0,2.0
2024-03-05T11:00:00,0.0,0.0
2024-03-04T10:36:44,-3.0,4.0
2024-03-05T14:46:18,0.0,0.0
2024-03-07T06:11:10,1.0,-1.0
,2.0,0.0
,2.0,0.0
2024-03-05T19:24:04,1.0,-1.0
2024-03-01T16:32:09,0.0,0.0
2024-03-06T15:04:26,2.0,-2.0
2024-03-04T15:52:27,5.0,-5.0
2024-03-04T20:41:11,1.0,0.0
2024-03-05T04:40:02,0.5,0.5
2024-11-05T15:17:54,0.0,0.0
2024-03-04T11:12:00,-2.0,2.0
2024-03-06T04:01:11,0.0,0.0
2024-03-04T11:49:39,-2.0,4.0
2024-03-04T13:29:23,4.0,-2.0
2024-03-04T07:40:23,0.0,2.0
2024-03-05T12:54:53,0.0,0.0
2024-03-15T17:57:23,-3.0,4.0
2024-03-04T20:52:00,3.0,-2.0
2024-03-06T03:39:13,2.0,-1.0
,0.0,0.0
2024-03-06T16:07:08,0.0,1.0
2024-03-05T13:35:00,0.0,0.0
2024-06-17T10:32:14,0.0,-2.0
2024-03-05T14:04:05,3.0,-2.0
2024-03-07T14:46:43,2.0,-1.0
2024-03-06T17:30:00,-2.0,2.0
2024-03-06T15:46:56,1.0,0.0
