date_google,rating_democrats,rating_republicans
,3.0,-2.0
,-2.0,3.0
2024-05-13T10:00:21,2.0,-1.0
,2.0,0.0
2024-05-13T08:58:48.925000,-1.0,2.0
2024-05-13T13:34:11,1.0,-2.0
,3.0,0.0
,-2.0,-3.0
,1.0,0.0
2024-05-13T21:31:41,2.0,-1.0
2024-05-14T19:00:00,0.0,0.0
2024-07-09T21:12:29.530000,-3.0,3.0
,-1.0,1.0
2024-05-14T17:50:53,2.0,0.0
,0.0,0.0
2024-05-14T19:48:06,3.0,-3.0
2024-05-14T18:58:46,3.0,-2.0
2024-05-14T10:04:30.770000,2.0,-1.0
2024-05-13T04:13:44,3.0,-3.0
2024-05-14T15:29:29,2.0,-1.0
2024-05-14T21:47:37,-2.0,3.0
2024-05-14T17:45:59,-2.0,2.0
,3.0,0.0
