date_google,rating_democrats,rating_republicans
2024-09-08T01:04:43.742000,-2.0,1.0
,3.0,0.0
,2.0,-1.0
2024-09-07T10:07:32,1.0,0.0
2024-09-07T22:44:44,2.0,-1.0
2024-09-06T16:19:19,-3.0,2.0
2024-09-06T19:11:32,4.0,-3.0
2024-09-06T19:22:37,1.0,-2.0
2024-09-09T13:54:12,1.0,0.0
2024-09-08T13:24:07,4.0,-4.0
,4.0,-2.0
2024-09-08T08:00:03,0.0,0.0
,4.0,-4.0
2024-09-08T12:12:20,1.0,0.0
2024-09-08T09:00:00,-2.0,3.0
2024-09-09T18:15:05,2.0,-1.0
2024-10-18T14:02:08,-3.0,3.0
2024-09-10T20:31:50,0.0,0.0
2024-09-10T14:03:31,0.0,0.0
2024-09-09T17:30:32.325000,1.0,0.0
,0.0,0.0
2024-09-09T12:34:26,1.0,0.0
,1.0,0.0
