date_google,rating_democrats,rating_republicans
2024-03-28T15:42:55,1.0,0.0
2024-04-10T14:32:37,1.0,-1.0
2024-03-27T20:33:16,2.0,-1.0
2024-04-15T20:42:53,2.0,-2.0
2024-03-27T18:30:12,0.0,0.0
2024-03-27T03:05:32,0.0,1.0
2024-10-16T09:15:32,3.0,-2.0
2024-03-28T05:00:00,1.0,-1.0
2024-04-09T15:34:51,1.0,0.0
2024-10-26T22:36:58,-2.0,2.0
2024-04-09T16:47:27,1.0,0.0
2024-03-28T11:18:35,1.0,0.0
,0.0,0.0
2024-04-12T14:39:30,0.0,0.0
2024-03-27T14:44:34,3.0,-2.0
,2.0,-2.0
2024-03-28T06:57:00,1.0,-1.0
2024-03-28T05:00:21,0.0,0.0
2024-03-29T08:15:30,5.0,-3.0
2024-03-27T17:54:38,0.0,0.0
2024-04-02T21:55:01,4.0,-3.0
2024-03-28T10:04:22,0.0,0.0
2024-03-27T11:28:42,0.0,0.0
2024-03-28T12:38:17,1.0,-2.0
2024-03-29T02:47:23,3.0,-2.0
,0.0,0.0
2024-03-27T23:31:21,0.0,0.0
2024-03-29T14:49:30,-1.0,2.0
,-2.0,2.0
,0.0,0.0
2024-03-28T15:42:55,1.0,1.0
2024-04-10T14:32:37,0.5,-0.5
,0.0,0.0
2024-04-02T15:51:43,-3.0,3.0
,0.0,0.0
2024-03-28T05:00:00,1.0,-1.0
,0.0,0.0
2024-03-29T10:22:13,5.0,-4.0
2024-03-29T02:05:18,-2.0,2.0
2024-03-29T18:35:53,2.0,-1.0
2024-04-01T19:35:38,2.0,-1.0
