date_google,rating_democrats,rating_republicans
2024-08-06T20:02:01,4.0,-3.0
2024-08-08T23:39:07,4.0,-4.0
2024-08-06T04:21:08.393000,5.0,-4.0
2024-08-06T05:02:32,4.0,-3.0
2024-08-06T21:00:57,1.0,0.0
2024-08-06T13:29:03,4.0,0.0
2024-08-06T13:24:37,3.0,-1.0
2024-08-06T20:00:07,5.0,-4.0
2024-08-06T16:50:48.619000,2.0,0.0
2024-08-06T10:00:09,3.0,0.0
,2.0,-2.0
,0.0,0.0
2024-08-06T15:00:52,0.0,0.0
2024-08-12T15:31:43,0.0,0.0
2024-08-07T15:40:04,-1.0,1.0
2024-08-07T11:46:50,0.0,0.0
,2.0,-1.0
2024-10-15T01:45:43,4.0,-3.0
2024-08-07T15:58:37,4.0,-3.0
2024-08-07T17:37:00,2.0,-3.0
2024-08-08T14:41:32,4.0,2.0
2024-08-21T17:16:18,2.0,-1.0
2024-08-09T09:07:49,2.0,1.0
2024-08-08T23:18:15,1.0,-1.0
2024-08-08T04:03:00.587000,0.0,0.0
2024-08-09T03:22:44.837000,2.0,0.0
,3.0,0.0
2024-08-08T15:11:29,4.0,-1.0
2024-08-08T18:50:05,4.0,-3.0
2024-08-08T18:50:03,1.0,0.0
2024-09-18T14:56:53,4.0,-2.0
2024-08-08T18:06:27.472000,5.0,-4.0
2024-08-09T00:35:02.269718,1.0,0.0
