date_google,rating_democrats,rating_republicans
,0.0,0.0
,0.0,0.0
2024-01-25T21:16:33,0.0,0.0
2024-01-26T15:06:42,0.0,0.0
2024-01-26T14:50:14,0.0,0.0
2024-01-25T15:40:33,2.0,1.0
2024-01-25T16:08:58,0.0,0.0
2024-01-25T22:25:00,1.0,-1.0
2024-01-25T22:31:31,0.0,0.0
,0.0,0.0
,1.0,0.0
2024-02-04T08:40:09,0.0,0.0
,2.0,0.0
2024-01-26T21:49:39,-2.0,-3.0
2024-01-25T05:10:11,1.0,0.0
,3.0,-2.0
2024-01-26T17:33:03,0.0,0.0
2024-01-26T05:00:39,0.0,0.0
,1.0,-2.0
2024-01-26T23:10:35,-2.0,1.0
2024-10-30T13:05:46,0.0,0.0
,4.0,-4.0
,4.0,-1.0
2024-01-24T14:30:00,0.0,0.0
2024-01-24T14:30:00,0.0,0.0
,0.0,0.0
,-1.0,2.0
,1.0,0.0
,-4.0,4.0
2024-01-27T16:08:44,-2.0,2.0
2024-01-25T19:03:41,-3.0,0.0
2024-01-25T19:03:41,2.0,-2.0
,2.0,-2.0
,0.0,0.0
2024-01-26T14:11:54,2.0,-1.0
,0.0,0.0
2024-02-01T08:03:52,3.0,0.0
,-1.0,1.0
,0.0,0.0
2024-11-18T18:57:34,0.0,1.0
2024-01-26T14:00:00,0.0,0.0
,0.0,0.0
2024-01-26T15:06:42,0.0,0.0
2024-01-26T14:50:14,0.0,0.0
,1.0,0.0
2024-02-04T08:40:09,0.0,0.0
2024-01-27T07:23:02,1.0,0.0
2024-01-26T18:35:06,2.0,-3.0
2024-01-26T21:49:39,-2.0,2.0
2024-01-26T17:33:03,1.0,0.0
,2.0,-2.0
2024-01-27T17:58:39,-2.0,2.0
2024-01-26T23:10:35,-1.0,1.0
2024-01-28T00:37:51,-2.0,3.0
2024-01-26T18:00:41,0.0,0.0
2024-10-30T13:05:46,0.0,0.0
,0.0,0.0
,-1.0,2.0
