date_google,rating_democrats,rating_republicans
2024-06-06T15:32:32,0.0,1.0
,0.0,0.0
,0.0,0.0
2024-06-07T17:48:37,2.0,-1.0
2024-06-06T11:07:12,0.0,0.0
2024-07-01T20:18:54,0.0,0.0
,4.0,0.0
2024-06-07T13:59:02.816000,-2.0,1.0
2024-06-06T19:50:47,1.0,-1.0
,-2.0,1.0
2024-11-25T14:47:04,3.0,-1.0
2024-06-07T13:05:24,0.0,0.0
2024-08-09T08:20:47,0.0,0.0
2024-06-08T19:05:00,0.0,0.0
2024-06-07T10:00:00,-1.0,2.0
2024-06-08T04:03:48,0.0,0.0
2024-06-07T20:30:55,2.0,-2.0
2024-06-07T10:00:00,0.0,0.0
2024-06-12T15:15:08,2.0,-4.0
2024-06-08T02:26:38,2.0,-1.0
2024-06-08T14:23:03,0.0,0.0
2024-10-30T15:23:02,0.0,0.0
2024-08-12T16:49:05,0.0,0.0
2024-06-09T11:00:24.119000,0.0,0.0
2024-06-09T14:31:26,0.0,0.0
2024-06-09T11:58:54,1.0,0.0
2024-06-09T22:11:36.492000,0.0,-1.0
2024-06-09T12:19:48,2.0,-2.0
2024-06-09T16:20:49,-1.0,2.0
