date_google,rating_democrats,rating_republicans
2024-07-09T14:27:17.922000,-1.0,0.0
2024-10-26T22:30:22,2.0,-1.0
2024-07-09T09:00:00,0.0,0.0
,4.0,-4.0
2024-07-12T16:10:53,4.0,-3.0
,2.0,-1.0
2019-07-25T14:22:05,4.0,-3.0
2024-09-24T16:14:56,1.0,0.0
2024-07-09T14:22:36,0.0,0.0
2024-07-15T21:23:46.313000,4.0,-5.0
,1.0,0.0
2024-07-09T14:59:19,4.0,-2.0
2024-10-28T18:12:44,3.0,-2.0
2024-07-09T18:03:40,-1.0,0.0
2024-07-10T23:40:51,1.0,-1.0
2024-07-10T22:53:35,2.0,-2.0
2024-07-31T14:31:15,1.0,0.0
2024-07-10T05:00:00,0.0,1.0
2024-07-11T18:46:55.789000,2.0,0.0
2024-07-10T06:45:17,4.0,-3.0
2024-07-10T21:29:10.693000,1.0,-2.0
2024-07-10T21:58:40,-2.0,3.0
2024-07-10T12:35:00,4.0,-2.0
2024-08-16T15:52:20,4.0,-2.0
2024-07-10T13:53:22,2.0,-2.0
