date_google,rating_democrats,rating_republicans
2024-05-28T16:23:00,3.0,-4.0
2024-05-24T13:29:00,1.0,0.0
2024-05-24T09:00:02,4.0,-4.0
2024-05-23T12:07:01.624000,2.0,-3.0
2024-05-24T08:39:28,3.0,-3.0
2024-05-25T16:35:34.298000,4.0,-4.0
2024-05-25T12:35:17,1.0,-1.0
2024-05-23T05:41:35.711000,-1.0,1.0
,0.0,0.0
2024-05-24T04:17:39.035000,3.0,-3.0
2024-05-25T23:42:15.134386,1.0,2.0
2024-05-25T06:18:53,-2.0,2.0
2024-05-25T05:46:11,-2.0,3.0
2024-06-04T20:58:19,4.0,-1.0
2024-05-24T11:08:40,0.0,0.0
2024-11-04T19:02:52,4.0,-4.0
2024-05-27T01:30:51,1.0,-3.0
2024-05-26T21:05:10,0.0,0.0
2024-05-26T09:01:09,1.0,3.0
2024-05-26T20:00:35.366000,0.0,0.0
2024-05-26T03:27:04,-2.0,2.0
2024-05-28T15:16:50.652000,1.0,-2.0
2024-05-26T21:39:01,2.0,0.0
