date_google,rating_democrats,rating_republicans
2024-09-09T01:20:58.381000,2.0,-2.0
2024-09-01T11:33:06,-2.0,3.0
2024-10-27T14:36:16.521000,1.0,0.0
,0.0,2.0
2024-09-09T20:00:01,3.0,-3.0
,0.0,0.0
2024-09-09T15:19:20,0.0,0.0
2024-09-13T04:48:10,0.0,0.0
2024-09-08T18:37:05,3.0,-4.0
,5.0,-4.0
2024-09-09T20:44:11,4.0,-2.0
,3.0,-2.0
2024-09-09T11:52:33,4.0,-1.0
2024-09-09T11:22:47,4.0,-3.0
,4.0,-3.0
2024-01-24T20:06:23,4.0,-4.0
2024-09-07T23:53:31,0.0,0.0
2024-10-16T17:35:15,0.0,0.0
2024-09-11T16:24:39,0.0,0.0
2024-09-12T08:09:00,1.0,0.0
,1.0,-1.0
2024-09-12T01:30:46,5.0,-3.0
2024-09-10T12:25:43,0.0,0.0
