date_google,rating_democrats,rating_republicans
2024-10-16T04:44:21,2.0,-1.0
,-3.0,2.0
2024-10-14T06:00:01,1.0,0.0
2024-10-15T12:28:34,0.0,0.0
2024-10-15T03:49:09.597000,4.0,-4.0
,0.0,0.0
2024-10-14T06:00:00,4.0,-3.0
2024-10-22T15:44:03.046470,1.0,0.0
,0.0,0.0
,4.0,-3.0
2024-09-10T12:00:27.462000,4.0,-2.0
2024-10-19T15:09:42,4.0,-4.0
2034-10-02T05:00:00,1.0,0.0
2024-10-15T04:00:09.509000,0.0,0.0
2024-10-14T18:53:24,2.0,0.0
2024-10-14T02:59:41,4.0,0.0
,2.0,-1.0
,-4.0,4.0
2024-10-14T08:38:07,0.0,0.0
2024-10-14T15:12:42.969000,1.0,0.0
,1.0,0.0
2024-10-13T19:00:00,0.0,0.0
2024-10-14T16:58:09,3.0,-2.0
,4.0,0.0
2024-09-16T04:21:03,0.0,0.0
2034-10-02T14:00:00,0.0,0.0
2024-11-04T14:11:25,2.0,0.0
2024-10-17T06:45:20,0.0,0.0
2024-10-15T20:20:31,2.0,-2.0
2024-08-31T17:48:25,1.0,1.0
,0.0,0.0
