date_google,rating_democrats,rating_republicans
,-2.0,0.0
2024-03-12T22:57:34,-2.0,0.0
,2.0,-1.0
,1.0,0.0
2024-03-11T22:38:05,4.0,-3.0
2024-03-12T05:00:48,0.0,0.0
2024-03-11T10:37:33,3.0,-3.0
2024-03-11T10:43:20,-3.0,0.0
2024-04-17T16:28:45,2.0,-2.0
2024-03-11T11:09:58,1.0,0.0
2024-03-12T10:19:59,0.0,0.0
2024-03-15T23:51:59,-2.0,-1.0
2024-03-11T15:04:34,1.0,-2.0
2024-03-11T19:58:43,2.0,-2.0
,0.0,0.0
2024-03-12T23:18:53,2.0,-1.0
2024-05-17T08:42:44,0.0,1.0
2024-03-13T10:07:28,1.0,0.0
2024-03-12T19:32:27,4.0,-3.0
,0.0,0.0
,3.0,-2.0
2024-03-13T07:41:15,4.0,-4.0
,0.0,0.0
2024-03-12T08:35:00,-2.0,1.0
2024-03-11T16:59:27,3.0,0.0
2024-03-12T23:17:22,1.0,2.0
2024-03-12T00:00:00,2.0,-1.0
2024-03-12T23:56:00,0.0,0.0
2024-03-08T13:14:27,1.0,0.0
2024-04-23T18:39:31,1.0,-1.0
2024-05-29T02:20:36,0.0,0.0
2024-03-11T07:22:22,2.0,2.0
2024-05-23T17:34:42,0.0,2.0
2024-03-12T19:52:42,1.0,0.0
,4.0,-3.0
,1.0,0.0
2024-03-12T09:45:00,0.0,0.0
2024-03-12T16:12:31,4.0,-4.0
2024-03-12T09:20:49,0.0,0.0
2024-04-29T18:14:35,0.0,0.0
2024-03-13T08:16:43,0.0,0.0
