date_google,rating_democrats,rating_republicans
2024-04-26T18:57:22,0.0,0.0
,-4.0,4.0
2024-04-26T19:04:56,1.0,-1.0
2024-09-09T13:55:34,4.0,-3.0
2024-04-26T22:38:17.798000,2.0,0.0
,2.0,0.0
2024-04-26T09:00:10,1.0,0.0
2024-04-27T01:23:20,1.0,-1.0
2024-04-26T20:13:37,0.0,1.0
2024-04-25T13:52:45,1.0,-2.0
2024-04-25T21:30:42.406000,-1.0,2.0
2024-04-27T03:02:46,2.0,0.0
2024-04-27T09:05:19,0.0,0.0
2024-04-27T20:01:42,-4.0,4.0
2024-04-26T18:43:14.789000,4.0,-4.0
2024-04-26T11:00:00,4.0,-4.0
2024-04-28T02:41:52,0.0,0.0
2024-04-28T12:00:05.358000,-4.0,4.0
2024-04-27T16:30:39,4.0,-4.0
2024-04-28T01:29:47,0.0,0.0
2024-09-23T18:17:12.013000,1.0,-1.0
