date_google,rating_democrats,rating_republicans
,-3.0,2.0
,-2.0,3.0
2024-05-08T14:03:06,-1.0,2.0
2024-05-14T18:35:30,2.0,-2.0
2024-05-07T17:46:15,4.0,-3.0
2024-05-07T10:00:00,1.0,-2.0
2024-05-07T00:58:34,-1.0,1.0
2024-05-06T18:09:46,-1.0,1.0
2024-05-06T18:57:02,3.0,0.0
2024-10-03T20:21:14,-1.0,1.0
2024-05-06T18:13:53,2.0,-3.0
2024-05-07T20:53:22,-2.0,3.0
2024-05-07T13:11:11.761000,0.0,2.0
2024-05-07T12:00:00,-1.0,1.0
,0.0,0.0
,0.0,0.0
2024-11-06T02:36:52,-1.0,2.0
2024-05-09T05:59:45,-3.0,-2.0
,-1.0,1.0
2024-05-07T18:31:44,2.0,-2.0
2024-05-08T20:07:03,1.0,-1.0
,1.0,-1.0
2024-05-08T20:45:35,4.0,-2.0
