date_google,rating_democrats,rating_republicans
2024-08-01T19:52:37,4.0,-1.0
2024-07-29T15:01:04,0.0,0.0
2024-08-07T15:53:42,1.0,0.0
2024-08-02T12:12:12.896000,4.0,-2.0
2024-08-07T15:28:33,3.0,0.0
,3.0,-2.0
2024-08-02T04:26:48.479000,-1.0,3.0
2024-08-02T17:03:00.400000,3.0,-2.0
2024-10-31T20:02:21,1.0,0.0
,2.0,1.0
2024-08-02T18:56:49,1.0,0.0
2024-08-02T02:33:58,1.0,0.0
2024-08-02T18:02:24,2.0,-1.0
,0.0,0.0
,2.0,0.0
2024-10-07T16:31:48,4.0,-2.0
2024-08-02T23:16:31.126930,1.0,0.0
2024-08-02T19:39:15,4.0,-1.0
2024-08-02T19:31:01,0.0,0.0
2024-08-03T21:28:43,2.0,-2.0
2024-08-03T07:55:23,5.0,-5.0
,-1.0,1.0
,2.0,-2.0
