date_google,rating_democrats,rating_republicans
2024-08-23T16:35:59.045000,-4.0,4.0
2024-08-23T18:43:49,2.0,-2.0
2024-08-23T05:17:48,5.0,0.0
,-1.0,1.0
2024-08-23T12:58:34,-2.0,-3.0
2024-08-24T22:39:55.139000,1.0,0.5
2024-08-23T20:28:33,-3.0,4.0
2024-08-23T00:54:43,4.0,-2.0
,2.0,0.0
2024-08-26T13:44:57,4.0,-2.0
2024-08-25T23:00:49.743000,2.0,-3.0
,0.0,0.0
2024-08-25T14:52:28,-4.0,4.0
2024-08-24T01:39:54,-4.0,4.0
2024-08-25T19:45:45,4.0,-3.0
2024-08-26T16:04:47,0.0,0.0
2024-08-30T10:08:51,0.0,0.0
2024-08-27T02:20:55,-4.0,4.0
2024-08-26T09:05:00,2.0,-2.0
2024-08-26T18:10:15,1.0,-1.0
