date_google,rating_democrats,rating_republicans
,-1.0,2.0
,-2.0,2.0
2024-07-01T19:11:23.356000,1.0,0.0
2024-07-02T15:38:53,-3.0,3.0
2024-07-03T10:56:37,0.0,0.0
2024-08-05T09:07:15,0.0,0.0
2024-07-01T11:03:00,-1.0,-2.0
2024-07-01T18:54:15,0.0,0.0
2024-06-26T00:00:00,0.0,0.0
2024-07-03T07:06:09,-1.0,2.0
,1.0,0.0
2024-07-02T06:00:45.501000,2.0,-1.0
2024-11-19T17:45:13,0.0,0.0
,-1.0,2.0
2024-07-02T21:15:37,1.0,0.0
2024-07-30T20:40:04,5.0,-4.0
2024-07-02T18:59:21,4.0,0.0
2024-07-04T00:54:09,0.0,0.0
,5.0,-1.0
,-1.0,-2.0
2024-11-08T03:32:03,4.0,-4.0
2024-07-01T19:32:07,1.0,3.0
2024-07-01T14:43:34,-4.0,4.0
2024-07-02T20:46:38,-1.0,2.0
,2.0,-1.0
