date_google,rating_democrats,rating_republicans
2024-10-02T18:07:54,0.0,0.0
2024-10-01T19:57:30,0.0,0.0
2024-10-23T15:32:26,0.0,0.0
2024-10-03T14:45:31,4.0,-4.0
2024-10-04T03:50:12.618000,-2.0,-1.0
2024-10-03T14:37:50,0.0,1.0
,0.0,0.0
2024-10-03T20:00:00,-2.0,2.0
,2.0,1.0
,0.0,0.0
2024-10-02T04:14:54,1.0,0.0
2024-10-02T15:04:10,0.0,0.0
,0.0,2.0
2024-10-03T17:38:59.191000,2.0,-2.0
2024-10-04T09:00:02,0.0,0.0
2024-10-04T19:09:20,2.0,0.0
,0.0,0.0
2024-10-03T19:58:44,0.0,0.0
2024-10-04T14:03:31.832944,0.0,0.0
,0.0,0.0
2024-10-03T21:00:41,0.0,2.0
2024-10-04T20:20:08,1.0,-1.0
2024-10-03T17:43:58,0.0,0.0
2024-10-04T12:20:54,0.0,0.0
,2.0,0.0
2024-10-05T02:56:22.943000,4.0,-3.0
,0.0,0.0
,4.0,-2.0
2024-10-05T02:30:02,0.0,0.0
